,index,Word,Tag,sentence_id
146,159,về,O,13
147,160,VN,O,13
148,161,chữa,O,13
149,162,VN,O,13
150,163,đã,O,13
151,164,cấm,O,13
152,165,đâu,O,13
153,166,mà,O,13
154,167,lên,O,13
155,168,tiếng,O,13
156,169,lm,O,13
157,170,gì.,O,13
158,171,ÍCH,B-T,13
159,172,KỶ,I-T,13
160,174,toàn,O,14
161,175,tin,O,14
162,176,vớ,O,14
163,177,vẩn,O,14
164,178,...,O,14
165,179,khi,O,14
166,180,nào,O,14
167,181,việt,O,14
168,182,nam,O,14
169,183,sát,O,14
170,184,nhấp,O,14
171,185,với,O,14
172,186,trung,O,14
173,187,quốc,O,14
174,188,thì,O,14
175,189,cả,O,14
176,190,cái,O,14
177,191,DNA,O,14
178,192,này,O,14
179,193,xách,O,14
180,194,dép,O,14
181,195,cho,O,14
182,196,chúng,O,14
183,197,ta,O,14
184,198,hết,O,14
185,199,..,O,14
186,200,hãy,B-T,14
187,201,tin,I-T,14
188,202,vào,I-T,14
189,203,sự,I-T,14
190,204,lãnh,I-T,14
191,205,đạo,I-T,14
192,206,tài,I-T,14
193,207,tình,I-T,14
194,208,của,I-T,14
195,209,đảng,I-T,14
196,210,và,I-T,14
197,211,bộ,I-T,14
198,212,máy,I-T,14
199,213,nhà,I-T,14
200,214,nước...:3,I-T,14
201,215,:)),O,14
202,217,Ủa,O,15
203,218,bê,B-T,15
204,219,đê,I-T,15
205,220,có,O,15
206,221,lol,B-T,15
207,222,hả,O,15
208,223,ta,O,15
209,224,??😂😂😂,O,15
210,226,Kéo,O,16
211,227,chuột,O,16
212,228,vãi,B-T,16
213,229,lồn,I-T,16
214,230,"luôn,",O,16
215,231,nó,B-T,16
216,232,yếu,O,16
217,233,lắm,O,16
218,234,rồi,O,16
219,235,:D,O,16
220,237,Mỗi,O,17
221,238,lần,O,17
222,239,lên,O,17
223,240,sóng,O,17
224,241,là,O,17
225,242,đeo,O,17
226,243,vàng,O,17
227,244,làm,B-T,17
228,245,như,I-T,17
229,246,giàu,I-T,17
230,247,lắm,I-T,17
231,248,hay,I-T,17
232,249,sao,I-T,17
233,250,mà,I-T,17
234,251,khoe,I-T,17
235,252,của,I-T,17
236,253,thấy,I-T,17
237,254,ghê.còn,I-T,17
238,255,cái,B-T,17
239,256,mặt,I-T,17
240,257,mình,I-T,17
241,258,nhìn,I-T,17
242,259,chung,I-T,17
243,260,ko,I-T,17
244,261,có,I-T,17
245,262,1,I-T,17
246,263,chỗ,I-T,17
247,264,nào,I-T,17
248,265,thiện,I-T,17
249,266,cảm,I-T,17
250,267,hết.nhìn,I-T,17
251,268,mặt,O,17
252,269,là,O,17
253,270,biết,O,17
254,271,cái,O,17
255,272,thứ,O,17
256,273,đàn,O,17
257,274,bà,O,17
258,275,độc,O,17
259,276,mồm,B-T,17
260,277,độc,I-T,17
261,278,miệng.hung,I-T,17
262,279,dữ.nói,I-T,17
263,280,tục,I-T,17
264,281,chửi,I-T,17
265,282,thề,I-T,17
266,283,v...v,O,17
267,284,tưởng,O,17
268,285,z,O,17
269,286,là,O,17
270,287,hay,O,17
271,288,lắm,O,17
272,290,Làm,O,18
273,291,thêm,O,18
274,292,chục,O,18
275,293,củ,O,18
276,294,mở,O,18
277,295,hòm,O,18
278,296,csgo,O,18
279,297,anh,O,18
280,298,êi,O,18
281,299,:V,O,18
282,301,Hãnh,O,19
283,302,diện,O,19
284,303,về,O,19
285,304,ng,O,19
286,305,thầy,O,19
287,306,có,O,19
288,307,tâm,O,19
289,308,nhất,O,19
290,309,của,O,19
291,310,năm.,O,19
292,312,Vòng,O,20
293,313,tiền,O,20
294,314,xoay,O,20
295,315,vòng,O,20
296,316,lo,O,20
297,317,nhìu,O,20
298,318,mặt,O,20
299,319,khác,O,20
300,320,của,O,20
301,321,xã,O,20
302,322,hội,O,20
303,323,chứ,O,20
304,324,đâu,O,20
305,325,lo,O,20
306,326,cho,O,20
307,327,mỗi,O,20
308,328,bạn.,O,20
309,329,Vd,O,20
310,330,tiền,O,20
311,331,xây,O,20
312,332,biệt,O,20
313,333,phủ,O,20
314,334,tiền,O,20
315,335,cho,O,20
316,336,con,O,20
317,337,đi,O,20
318,338,du,O,20
319,339,học...,O,20
320,341,12:55,O,21
321,342,sau,O,21
322,343,buổi,O,21
323,344,phỏng,O,21
324,345,vấn,O,21
325,346,này,O,21
326,347,tôi,O,21
327,348,sẽ,O,21
328,349,múa,O,21
329,350,1,O,21
330,351,bài,O,21
331,352,võ,O,21
332,353,"cho...choX3,14",O,21
333,354,...,O,21
334,355,dập,O,21
335,356,đĩa,O,21
336,357,dữ,O,21
337,358,😂😂😂,O,21
338,360,Du,O,22
339,361,học,O,22
340,362,sinh,O,22
341,363,Úc,O,22
342,364,pewpew,O,22
343,366,Nói,O,23
344,367,cái,O,23
345,368,gì,O,23
346,369,vậy,O,23
347,370,mà,O,23
348,371,cứ,O,23
349,372,nghe,O,23
350,373,đụ,B-T,23
351,374,má,I-T,23
352,375,đụ,I-T,23
353,376,cha,I-T,23
354,377,vs,O,23
355,378,vàng,O,23
356,380,Có,O,24
357,381,ai,O,24
358,382,thấy,O,24
359,383,khá,O,24
360,384,giống,O,24
361,385,đầu,O,24
362,386,của,O,24
363,387,Jadon,O,24
364,388,Sancho,O,24
365,389,ko,O,24
366,390,nhỉ?,O,24
367,392,Khánh,O,25
368,393,Con,O,25
369,394,Sao,O,25
370,395,Ko,O,25
371,396,lấy,O,25
372,397,số,O,25
373,398,người,O,25
374,399,chết,B-T,25
375,400,của,O,25
376,401,Ý,O,25
377,402,ra,O,25
378,403,nhỉ.,O,25
379,404,Ý,O,25
380,405,cũng,O,25
381,406,là,O,25
382,407,châu,O,25
383,408,Âu,O,25
384,409,đó.,O,25
385,410,Hi,B-T,25
386,411,sinh,I-T,25
387,412,người,I-T,25
388,413,chết,I-T,25
389,414,vừa,O,25
390,415,làm,O,25
391,416,tăng,O,25
392,417,miễn,O,25
393,418,dịch,O,25
394,419,cộng,O,25
395,420,đồng,O,25
396,421,vừa,O,25
397,422,cho,B-T,25
398,423,đỡ,I-T,25
399,424,chật,I-T,25
400,425,đất.,I-T,25
401,426,Cách,O,25
402,427,làm,O,25
403,428,của,O,25
404,429,Tây,O,25
405,430,hay,O,25
406,431,thật,O,25
407,432,ta,O,25
408,433,ơi,O,25
409,434,😌,O,25
410,436,Nhịn,O,26
411,437,nói,O,26
412,438,sẽ,O,26
413,439,bớt,O,26
414,440,ngu,B-T,26
415,441,chú,O,26
416,442,ạ...hi,O,26
417,444,Quảng,O,27
418,445,Nam,O,27
419,446,lại,O,27
420,447,thêm,O,27
421,448,1ca,O,27
422,449,nữa,O,27
423,450,ạ,O,27
424,452,Đúng,O,28
425,453,là,O,28
426,454,con,O,28
427,455,người,O,28
428,456,mày,O,28
429,457,không,B-T,28
430,458,có,I-T,28
431,459,ý,I-T,28
432,460,thức,I-T,28
433,461,dân,O,28
434,462,việt,O,28
435,463,nam,O,28
436,464,chúng,O,28
437,465,ta,O,28
438,466,không,O,28
439,467,bao,O,28
440,468,giờ,O,28
441,469,con,O,28
442,470,cho,O,28
443,471,cái,O,28
444,472,?,O,28
445,474,Tên,O,29
446,475,bài,O,29
447,476,hát,O,29
448,477,còn,O,29
449,478,trẻ,B-T,29
450,479,trâu,I-T,29
451,480,hơn,O,29
452,481,cả,O,29
453,482,t,O,29
454,483,nhé,O,29
455,484,!,O,29
456,485,Cười,O,29
457,486,vl,B-T,29
458,487,😁,O,29
459,489,Bá,O,30
460,490,ý,O,30
461,491,khẩu,B-T,30
462,492,nghiệp,I-T,30
463,493,nặng,O,30
464,494,lắm,O,30
465,495,"nha,đầu",B-T,30
466,496,thai,I-T,30
467,497,ch,O,30
468,498,hết,O,30
469,499,khẩu,B-T,30
470,500,nghiệp,I-T,30
471,501,nx,O,30
472,503,K,O,31
473,504,ICM,O,31
474,505,làm,O,31
475,506,ca,O,31
476,507,sĩ,O,31
477,508,luôn,O,31
478,509,rồi,O,31
479,510,à,O,31
480,511,😢😢😢,O,31
481,513,Thôi,O,32
482,514,chết,B-T,32
483,515,"mẹ,",I-T,32
484,516,hôm,O,32
485,517,nọ,O,32
486,518,thì,O,32
487,519,con,B-T,32
488,520,mẹ,I-T,32
489,521,nấm,O,32
490,522,thối,B-T,32
491,523,kêu,O,32
492,524,gào,O,32
493,525,ông,O,32
494,526,trum,O,32
495,527,ông,O,32
496,528,vại,O,32
497,529,này,O,32
498,530,"nọ,giờ",O,32
499,531,lại,O,32
500,532,đến,O,32
501,533,idol,O,32
502,534,trần,O,32
503,535,dần.,O,32
504,536,Đang,O,32
505,537,tự,O,32
506,538,"hỏi,không",O,32
507,539,biết,O,32
508,540,con,B-T,32
509,541,mẹ,I-T,32
510,542,nấm,O,32
511,543,thối,B-T,32
512,544,có,O,32
513,545,phải,O,32
514,546,là,O,32
515,547,cộng,B-T,32
516,548,sản,I-T,32
517,549,nằm,I-T,32
518,550,vùng,I-T,32
519,551,không,O,32
520,552,?,O,32
521,554,Hải,O,33
522,555,Yến,O,33
523,556,bố,O,33
524,557,con,B-T,33
525,558,thần,I-T,33
526,559,"kinh,",I-T,33
527,560,thở,B-T,33
528,561,ra,I-T,33
529,562,cái,I-T,33
530,563,là,I-T,33
531,564,thấy,I-T,33
532,565,mùi,I-T,33
533,566,rồi,O,33
534,568,cho,O,34
535,569,nó,B-T,34
536,570,rít,O,34
537,571,vài,O,34
538,572,bi,B-T,34
539,573,cần,I-T,34
540,574,là,O,34
541,575,nó,B-T,34
542,576,ngoan,O,34
543,577,vl,B-T,34
544,578,luôn,O,34
545,580,Nghĩ,O,35
546,581,nó,O,35
547,582,chán,O,35
548,583,.,O,35
549,584,🤔,O,35
550,586,múa,O,36
551,587,như,O,36
552,588,cái,O,36
553,589,biệt,O,36
554,590,danh,O,36
555,591,Susan,O,36
556,592,:,O,36
557,593,Chó,B-T,36
558,594,:)),O,36
559,596,Tặng,O,37
560,597,cho,O,37
561,598,những,B-T,37
562,599,con,I-T,37
563,600,bò,I-T,37
564,601,thích,O,37
565,602,làm,O,37
566,603,theo,O,37
567,604,và,O,37
568,605,học,O,37
569,606,tập,O,37
570,607,theo...🤣🤣,O,37
571,609,ʚöɞPhong,O,38
572,610,Trần,O,38
573,611,ʚöɞ,O,38
574,612,Đoàn,O,38
575,613,Chính,O,38
576,614,Park,O,38
577,615,Huyn,O,38
578,616,Phong,O,38
579,617,Tấn,O,38
580,618,Đồng,O,38
581,619,quê,O,38
582,620,ta,O,38
583,621,gọi,O,38
584,622,là,O,38
585,623,gì,O,38
586,624,😂😂,O,38
587,626,Ko,O,39
588,627,phải,O,39
589,628,chê,O,39
590,629,gì,O,39
591,630,chứ,O,39
592,631,khả,O,39
593,632,năng,O,39
594,633,win,O,39
595,634,của,O,39
596,635,sbtc,O,39
597,636,quá,O,39
598,637,cao.,O,39
599,638,Sela,O,39
600,639,kidz,O,39
601,640,clear,O,39
602,641,vs,O,39
603,642,petland,O,39
604,643,toàn,O,39
605,644,những,O,39
606,645,thanh,O,39
607,646,niên,O,39
608,647,chuyên,O,39
609,648,nghiệp,O,39
610,649,try,O,39
611,650,hard,O,39
612,651,vkl,B-T,39
613,652,sao,O,39
614,653,những,O,39
615,654,"""ông",B-T,39
616,655,"già""",I-T,39
617,656,bên,O,39
618,657,kia,O,39
619,658,chơi,O,39
620,659,lại.,O,39
621,660,Còn,O,39
622,661,thầy,O,39
623,662,lồn,B-T,39
624,663,thì,O,39
625,664,t,B-T,39
626,665,xin,O,39
627,666,mạng,O,39
628,667,phép,O,39
629,668,bỏ,O,39
630,669,qua,O,39
631,670,ko,O,39
632,671,nói,O,39
633,672,tới,O,39
634,673,coi,O,39
635,674,như,O,39
636,675,sbtc,O,39
637,676,4,B-T,39
638,677,đánh,I-T,39
639,678,6,I-T,39
640,680,Thùy,O,40
641,681,Trang,O,40
642,682,nghe,O,40
643,683,chưa,O,40
644,684,dc,O,40
645,685,15s,O,40
646,686,tắt,O,40
647,687,cmnr,B-T,40
648,688,nhạc,B-T,40
649,689,vs,I-T,40
650,690,nhẽo,I-T,40
651,692,Lào,O,41
652,693,giờ,O,41
653,694,gần,O,41
654,695,như,O,41
655,696,là,O,41
656,697,của,O,41
657,698,Tàu,B-T,41
658,699,khựa,I-T,41
659,700,rồi,O,41
660,701,thằng,B-T,41
661,702,ad,O,41
662,703,ngu,B-T,41
663,704,ạ.,O,41
664,705,Ủng,O,41
665,706,hộ,O,41
666,707,cái,O,41
667,708,mồ,B-T,41
668,709,tổ,I-T,41
669,710,cha,I-T,41
670,711,mày.,I-T,41
671,713,Ngay,O,42
672,714,bên,O,42
673,715,cạnh,O,42
674,716,còn,O,42
675,717,thấy,O,42
676,718,codon,O,42
677,719,nữa,O,42
678,720,nói,O,42
679,721,gì,O,42
680,722,yêu,O,42
681,723,xaaa,O,42
682,724,😞,O,42
683,726,được,O,43
684,727,anh,O,43
685,728,ey,O,43
686,729,:)),O,43
687,731,Giờ,O,44
688,732,này,O,44
689,733,ngta,O,44
690,734,ngủ,O,44
691,735,hết,O,44
692,736,r,O,44
693,737,thầy,O,44
694,738,ơi,O,44
695,739,.,O,44
696,740,Ai,O,44
697,741,ngủ,O,44
698,742,rồi,O,44
699,743,điểm,O,44
700,744,danh,O,44
701,745,phát,O,44
702,747,may,O,45
703,748,lại,O,45
704,749,có,O,45
705,750,r,O,45
706,752,Quang,O,46
707,753,Minh,O,46
708,754,cái,O,46
709,755,lồn,B-T,46
710,756,má,I-T,46
711,758,vl,B-T,47
712,759,:)),O,47
713,760,handsome,O,47
714,761,boy,O,47
715,763,Song,O,48
716,764,trên,O,48
717,765,doi,O,48
718,766,người,O,48
719,767,ta,O,48
720,768,dam,O,48
721,769,ăn,O,48
722,770,dám,O,48
723,771,noi,O,48
724,772,con,O,48
725,773,người,O,48
726,774,thẳng,O,48
727,775,thắn.,O,48
728,776,Con,O,48
729,777,hơn,O,48
730,778,mấy,O,48
731,779,con,B-T,48
732,780,mượn,O,48
733,781,danh,O,48
734,782,đạo,O,48
735,783,tạo,O,48
736,784,danh,O,48
737,785,đời,O,48
738,786,đồ,O,48
739,787,giả,O,48
740,788,tạo,O,48
741,789,nhìn,O,48
742,790,là,O,48
743,791,biết,O,48
744,792,chỉ,O,48
745,793,do,O,48
746,794,1so,O,48
747,795,con,O,48
748,796,ko,O,48
749,797,thấy,O,48
750,798,đôg,O,48
751,799,cức,B-T,48
752,800,trên,O,48
753,801,đầu,O,48
754,802,mình,O,48
755,803,.mấy,O,48
756,804,con,B-T,48
757,805,di,I-T,48
758,806,ma,O,48
759,807,hay,O,48
760,808,soi,O,48
761,809,moi,O,48
762,810,người,O,48
763,811,ta,O,48
764,812,2019,O,48
765,813,rồi,O,48
766,814,tập,O,48
767,815,lam,O,48
768,816,con,O,48
769,817,người,O,48
770,818,lại,O,48
771,819,di.,O,48
772,821,Ngu,B-T,49
773,822,thì,I-T,49
774,823,"chết,",I-T,49
775,824,đâu,O,49
776,825,phải,O,49
777,826,ko,O,49
778,827,có,O,49
779,828,suy,O,49
780,829,nghĩ,O,49
781,830,đúng,O,49
782,831,"sai,",O,49
783,832,chỉ,O,49
784,833,do,O,49
785,834,ko,B-T,49
786,835,có,I-T,49
787,836,ý,I-T,49
788,837,thức.,I-T,49
789,839,Ngộ,O,50
790,840,nghĩnh,O,50
791,841,nhỉ🙂,O,50
792,843,Yêu,O,51
793,844,làm,O,51
794,845,cái,O,51
795,846,j,O,51
796,848,Thủy,O,52
797,849,Tạ,O,52
798,850,cho,O,52
799,851,mình,O,52
800,852,hỏi,O,52
801,853,này,O,52
802,854,uốn,O,52
803,855,kiểu,O,52
804,856,gì,O,52
805,857,vậy,O,52
806,858,bạn,O,52
807,859,ơi,O,52
808,860,??,O,52
809,862,Ok,O,53
810,863,thầy,O,53
811,864,nhé,O,53
812,866,Cảm,O,54
813,867,giác,O,54
814,868,như,O,54
815,869,dân,O,54
816,870,mình,O,54
817,871,giống,O,54
818,872,thời,O,54
819,873,kì,O,54
820,874,bị,O,54
821,875,đô,O,54
822,876,hộ,O,54
823,877,vkl.,B-T,54
824,878,Sưu,O,54
825,879,thuế,O,54
826,880,ngập,O,54
827,881,mồm.,O,54
828,882,Mà,O,54
829,883,bị,B-T,54
830,884,đô,I-T,54
831,885,hộ,I-T,54
832,886,khéo,I-T,54
833,887,còn,I-T,54
834,888,phát,I-T,54
835,889,triển,I-T,54
836,890,đc,I-T,54
837,891,chứ,O,54
838,892,đây,O,54
839,893,chả,O,54
840,894,thấy,O,54
841,895,đc,O,54
842,896,cái,O,54
843,897,méo,B-T,54
844,898,"gì,",O,54
845,899,còn,O,54
846,900,khổ,O,54
847,901,thêm,O,54
848,903,Ko,O,55
849,904,thich,O,55
850,905,VN,O,55
851,906,thì,O,55
852,907,cút,B-T,55
853,908,sang,O,55
854,909,Campuchia,O,55
855,910,mà,O,55
856,911,sống,O,55
857,912,(DLV,O,55
858,913,cho,O,55
859,914,biết),O,55
860,916,Tộc,O,56
861,917,Mixi,O,56
862,918,có,O,56
863,919,khác,O,56
864,920,:33,O,56
865,922,Nhi,O,57
866,923,Lai,O,57
867,924,mới,O,57
868,925,nghe,O,57
869,926,nói,O,57
870,927,hồi,O,57
871,928,chiều,O,57
872,929,:))))))),O,57
873,931,Chắc,O,58
874,932,trêu,O,58
875,933,=))),O,58
876,935,Popy,O,59
877,936,đi,O,59
878,937,Thầy,O,59
879,939,cho,O,60
880,940,xin,O,60
881,941,video,O,60
882,942,vs,O,60
883,944,Giáo,O,61
884,945,án,O,61
885,946,về,O,61
886,947,One,O,61
887,948,champ,O,61
888,949,Lee,O,61
889,950,bú,B-T,61
890,951,đá,I-T,61
891,952,và,O,61
892,953,rụng,O,61
893,954,mất,B-T,61
894,955,xác,I-T,61
895,957,Bên,O,62
896,958,ngoài,O,62
897,959,tóc,O,62
898,960,đẹp,O,62
899,961,bên,O,62
900,962,trong,O,62
901,963,nhiều,O,62
902,964,tiền,O,62
903,966,Con,O,63
904,967,gà,O,63
905,968,phải,O,63
906,969,để,O,63
907,970,cho,O,63
908,971,abe,O,63
909,973,Ae,O,64
910,974,cho,O,64
911,975,phím,O,64
912,976,1,O,64
913,977,đuổi,O,64
914,978,Abe,O,64
915,979,để,O,64
916,980,cô,O,64
917,981,Dolce,O,64
918,982,quay,O,64
919,983,trở,O,64
920,984,lại,O,64
921,985,nào,O,64
922,986,😞,O,64
923,988,Hot,B-T,65
924,989,girl,I-T,65
925,990,ống,I-T,65
926,991,tinh,I-T,65
927,992,"đi,",O,65
928,993,nghe,O,65
929,994,vui,O,65
930,995,tai,O,65
931,996,hơn,O,65
932,998,Bài,O,66
933,999,này,O,66
934,1000,nghe,O,66
935,1001,bất,O,66
936,1002,tai,O,66
937,1003,thôi.,O,66
938,1004,Dùng,O,66
939,1005,comeback,O,66
940,1006,vs,O,66
941,1007,cảm,O,66
942,1008,ơn,O,66
943,1009,đàn,O,66
944,1010,Đóm,O,66
945,1011,của,O,66
946,1012,ổng.,O,66
947,1013,Chứ,O,66
948,1014,bài,O,66
949,1015,này,O,66
950,1016,không,O,66
951,1017,có,O,66
952,1018,tính,O,66
953,1019,phổ,O,66
954,1020,biến,O,66
955,1021,đủ,O,66
956,1022,mọi,O,66
957,1023,loại,O,66
958,1024,tuổi,O,66
959,1025,như,O,66
960,1026,3,O,66
961,1027,hit,O,66
962,1028,đầu,O,66
963,1030,Kênh,O,67
964,1031,Chat,O,67
965,1032,thế,O,67
966,1033,giới,O,67
967,1034,khác,O,67
968,1036,Giờ,O,68
969,1037,mới,O,68
970,1038,nghe,O,68
971,1039,....trời,O,68
972,1040,đất,O,68
973,1041,ơi,O,68
974,1042,cái,B-T,68
975,1043,miệng,I-T,68
976,1044,nó,I-T,68
977,1045,dơ,I-T,68
978,1046,bẩn,I-T,68
979,1047,vô,O,68
980,1048,cùng,O,68
981,1049,...bởi,O,68
982,1050,vậy,O,68
983,1051,giờ,O,68
984,1052,cả,O,68
985,1053,thế,O,68
986,1054,giới,O,68
987,1055,đều,O,68
988,1056,khinh,B-T,68
989,1057,bỉ,I-T,68
990,1058,...trời,O,68
991,1059,ơi,O,68
992,1060,...khẩu,B-T,68
993,1061,nghiệp,I-T,68
994,1062,vô,O,68
995,1063,cùng,O,68
996,1064,..😠😠😠😠😠,B-T,68
997,1066,Lươn,O,69
998,1067,khươn,O,69
999,1068,kiểu,O,69
1000,1069,cao,O,69
1001,1070,lãnh,O,69
1002,1071,🤣,O,69
1003,1073,Phải,O,70
1004,1074,biết,O,70
1005,1075,là,O,70
1006,1076,sam,O,70
1007,1077,và,O,70
1008,1078,so,O,70
1009,1079,khác,O,70
1010,1080,nhau.và,O,70
1011,1081,so,O,70
1012,1082,đuôi,O,70
1013,1083,tam,O,70
1014,1084,giác,O,70
1015,1085,và,O,70
1016,1086,so,O,70
1017,1087,đuôi,O,70
1018,1088,tròn,O,70
1019,1089,càng,O,70
1020,1090,khác,O,70
1021,1091,nhau,O,70
1022,1092,nữa,O,70
1023,1094,Ninh,O,71
1024,1095,Trần,O,71
1025,1096,cover,O,71
1026,1097,liền,O,71
1027,1098,😂😂,O,71
1028,1100,đếm,O,72
1029,1101,dc,O,72
1030,1102,tầm,O,72
1031,1103,trăm,O,72
1032,1104,"""con",O,72
1033,1105,chim,O,72
1034,1106,"vàng""",O,72
1035,1108,Đíu,B-T,73
1036,1109,ai,O,73
1037,1110,like.,O,73
1038,1111,Cho,O,73
1039,1112,thầy,O,73
1040,1113,đi,O,73
1041,1114,ăn,B-T,73
1042,1115,cắp,I-T,73
1043,1116,luôn,O,73
1044,1118,Căng,O,74
1045,1119,quá,O,74
1046,1120,các,O,74
1047,1121,bác,O,74
1048,1122,uiii,O,74
1049,1124,Mỗi,O,75
1050,1125,ho,O,75
1051,1126,k,O,75
1052,1127,có,O,75
1053,1128,đờm,O,75
1054,1129,gì,O,75
1055,1130,hết,O,75
1056,1131,r,O,75
1057,1132,hqua,O,75
1058,1133,lại,O,75
1059,1134,mệt,O,75
1060,1136,Cô,O,76
1061,1137,tui,O,76
1062,1138,đỉnh,O,76
1063,1139,quá,O,76
1064,1140,><,O,76
1065,1142,Bon,B-T,77
1066,1143,con,O,77
1067,1144,chau,O,77
1068,1145,TQ,O,77
1069,1146,lam,B-T,77
1070,1147,j,I-T,77
1071,1148,co,I-T,77
1072,1149,van,I-T,77
1073,1150,hoa,I-T,77
1074,1152,Cho,O,78
1075,1153,em,O,78
1076,1154,hỏi,O,78
1077,1155,sao,O,78
1078,1156,em,O,78
1079,1157,xem,O,78
1080,1158,cmt,O,78
1081,1159,suốt,O,78
1082,1160,ngày,O,78
1083,1161,có,O,78
1084,1162,Cực,O,78
1085,1163,kì,O,78
1086,1164,thuyết,O,78
1087,1165,phục,O,78
1088,1166,là,O,78
1089,1167,sao,O,78
1090,1168,ạ?,O,78
1091,1170,Valentine,O,79
1092,1171,năm,O,79
1093,1172,ngoái,O,79
1094,1173,có,O,79
1095,1174,anh,O,79
1096,1176,Cái,O,80
1097,1177,bình,O,80
1098,1178,chữa,O,80
1099,1179,cháy,O,80
1100,1180,này,O,80
1101,1181,chưa,O,80
1102,1182,đạt,O,80
1103,1183,chuẩn,O,80
1104,1184,:v,O,80
1105,1185,chứ,O,80
1106,1186,nếu,O,80
1107,1187,chuẩn,O,80
1108,1188,thì,O,80
1109,1189,oto,O,80
1110,1190,ko,O,80
1111,1191,cháy,O,80
1112,1192,nhanh,O,80
1113,1193,thế,O,80
1114,1194,đâu,O,80
1115,1196,Khẩu,B-T,81
1116,1197,nghiệp,I-T,81
1117,1198,chêt,B-T,81
1118,1199,mẹ,I-T,81
1119,1200,may,I-T,81
1120,1201,đó,O,81
1121,1202,trời,B-T,81
1122,1203,qua,I-T,81
1123,1204,báo,I-T,81
1124,1205,may,I-T,81
1125,1206,đó,O,81
1126,1207,hồi,O,81
1127,1208,xưa,O,81
1128,1209,may,B-T,81
1129,1210,chửi,B-T,81
1130,1211,nhiều,O,81
1131,1212,người,O,81
1132,1213,.,O,81
1133,1214,Bây,O,81
1134,1215,giơ,O,81
1135,1216,trời,B-T,81
1136,1217,qua,I-T,81
