,index,Word,Tag,sentence_id
141,154,lên_tiếng,O,13
142,155,lm,O,13
143,156,gì,O,13
144,157,.,O,13
145,158,ÍCH_KỶ,B-T,13
146,160,toàn,O,14
147,161,tin,O,14
148,162,vớ_vẩn,O,14
149,163,.,O,14
150,164,khi,O,14
151,165,nào,O,14
152,166,việt_nam,O,14
153,167,sát,O,14
154,168,nhấp,O,14
155,169,với,O,14
156,170,trung_quốc,O,14
157,171,thì,O,14
158,172,cả,O,14
159,173,cái,O,14
160,174,DNA,O,14
161,175,này,O,14
162,176,xách,O,14
163,177,dép,O,14
164,178,cho,O,14
165,179,chúng_ta,O,14
166,180,hết,O,14
167,181,.,O,14
168,182,hãy,B-T,14
169,183,tin,I-T,14
170,184,vào,I-T,14
171,185,sự,I-T,14
172,186,lãnh_đạo,I-T,14
173,187,tài_tình,I-T,14
174,188,của,I-T,14
175,189,đảng,I-T,14
176,190,và,I-T,14
177,191,bộ_máy,I-T,14
178,192,nhà_nước,I-T,14
179,193,.,O,14
180,194,:,O,14
181,195,3,O,14
182,196,:,O,14
183,197,),O,14
184,198,),O,14
185,200,Ủa,O,15
186,201,bê,B-T,15
187,202,đê,I-T,15
188,203,có,O,15
189,204,lol,B-T,15
190,205,hả,O,15
191,206,ta,O,15
192,207,?,O,15
193,208,😂😂😂,O,15
194,210,Kéo,O,16
195,211,chuột,O,16
196,212,vãi,B-T,16
197,213,lồn,I-T,16
198,214,luôn,O,16
199,215,",",O,16
200,216,nó,B-T,16
201,217,yếu,O,16
202,218,lắm,O,16
203,219,rồi,O,16
204,220,:,O,16
205,221,D,O,16
206,223,Mỗi,O,17
207,224,lần,O,17
208,225,lên,O,17
209,226,sóng,O,17
210,227,là,O,17
211,228,đeo,O,17
212,229,vàng,O,17
213,230,làm,B-T,17
214,231,như,I-T,17
215,232,giàu,I-T,17
216,233,lắm,I-T,17
217,234,hay,I-T,17
218,235,sao,I-T,17
219,236,mà,I-T,17
220,237,khoe,I-T,17
221,238,của,I-T,17
222,239,thấy,I-T,17
223,240,ghê.còn,I-T,17
224,241,cái,B-T,17
225,242,mặt,I-T,17
226,243,mình,I-T,17
227,244,nhìn_chung,I-T,17
228,245,ko,I-T,17
229,246,có,I-T,17
230,247,1,I-T,17
231,248,chỗ,I-T,17
232,249,nào,I-T,17
233,250,thiện_cảm,I-T,17
234,251,hết.nhìn,I-T,17
235,252,mặt,O,17
236,253,là,O,17
237,254,biết,O,17
238,255,cái,O,17
239,256,thứ,O,17
240,257,đàn_bà,O,17
241,258,độc_mồm,B-T,17
242,259,độc,I-T,17
243,260,miệng.hung,I-T,17
244,261,dữ.nói,I-T,17
245,262,tục,I-T,17
246,263,chửi,I-T,17
247,264,thề,I-T,17
248,265,v.v,O,17
249,266,tưởng,O,17
250,267,z,O,17
251,268,là,O,17
252,269,hay,O,17
253,270,lắm,O,17
254,272,Làm,O,18
255,273,thêm,O,18
256,274,chục,O,18
257,275,củ,O,18
258,276,mở,O,18
259,277,hòm,O,18
260,278,csgo,O,18
261,279,anh,O,18
262,280,êi,O,18
263,281,:,O,18
264,282,V,O,18
265,284,Hãnh_diện,O,19
266,285,về,O,19
267,286,ng,O,19
268,287,thầy,O,19
269,288,có,O,19
270,289,tâm,O,19
271,290,nhất,O,19
272,291,của,O,19
273,292,năm,O,19
274,293,.,O,19
275,295,Vòng,O,20
276,296,tiền,O,20
277,297,xoay,O,20
278,298,vòng,O,20
279,299,lo,O,20
280,300,nhìu,O,20
281,301,mặt_khác,O,20
282,302,của,O,20
283,303,xã_hội,O,20
284,304,chứ,O,20
285,305,đâu,O,20
286,306,lo,O,20
287,307,cho,O,20
288,308,mỗi,O,20
289,309,bạn,O,20
290,310,.,O,20
291,311,Vd,O,20
292,312,tiền,O,20
293,313,xây,O,20
294,314,biệt,O,20
295,315,phủ,O,20
296,316,tiền,O,20
297,317,cho,O,20
298,318,con,O,20
299,319,đi,O,20
300,320,du_học,O,20
301,321,.,O,20
302,323,12:55,O,21
303,324,sau,O,21
304,325,buổi,O,21
305,326,phỏng_vấn,O,21
306,327,này,O,21
307,328,tôi,O,21
308,329,sẽ,O,21
309,330,múa,O,21
310,331,1,O,21
311,332,bài,O,21
312,333,võ,O,21
313,334,cho.choX,O,21
314,335,"3,14",O,21
315,336,.,O,21
316,337,dập,O,21
317,338,đĩa,O,21
318,339,dữ,O,21
319,340,😂😂😂,O,21
320,342,Du_học_sinh,O,22
321,343,Úc,O,22
322,344,pewpew,O,22
323,346,Nói,O,23
324,347,cái,O,23
325,348,gì,O,23
326,349,vậy_mà,O,23
327,350,cứ,O,23
328,351,nghe,O,23
329,352,đụ,B-T,23
330,353,má,I-T,23
331,354,đụ,I-T,23
332,355,cha,I-T,23
333,356,vs,O,23
334,357,vàng,O,23
335,359,Có,O,24
336,360,ai,O,24
337,361,thấy,O,24
338,362,khá,O,24
339,363,giống,O,24
340,364,đầu,O,24
341,365,của,O,24
342,366,Jadon_Sancho,O,24
343,367,ko,O,24
344,368,nhỉ,O,24
345,369,?,O,24
346,371,Khánh_Con_Sao_Ko,O,25
347,372,lấy,O,25
348,373,số,O,25
349,374,người,O,25
350,375,chết,B-T,25
351,376,của,O,25
352,377,Ý,O,25
353,378,ra,O,25
354,379,nhỉ,O,25
355,380,.,O,25
356,381,Ý,O,25
357,382,cũng,O,25
358,383,là,O,25
359,384,châu_Âu,O,25
360,385,đó,O,25
361,386,.,O,25
362,387,Hi_sinh,B-T,25
363,388,người,I-T,25
364,389,chết,I-T,25
365,390,vừa,O,25
366,391,làm,O,25
367,392,tăng,O,25
368,393,miễn_dịch,O,25
369,394,cộng_đồng,O,25
370,395,vừa,O,25
371,396,cho,B-T,25
372,397,đỡ,I-T,25
373,398,chật,I-T,25
374,399,đất,I-T,25
375,400,.,O,25
376,401,Cách,O,25
377,402,làm,O,25
378,403,của,O,25
379,404,Tây,O,25
380,405,hay,O,25
381,406,thật,O,25
382,407,ta,O,25
383,408,ơi,O,25
384,409,😌,O,25
385,411,Nhịn,O,26
386,412,nói,O,26
387,413,sẽ,O,26
388,414,bớt,O,26
389,415,ngu,B-T,26
390,416,chú,O,26
391,417,ạ.hi,O,26
392,419,Quảng_Nam,O,27
393,420,lại,O,27
394,421,thêm,O,27
395,422,1ca,O,27
396,423,nữa,O,27
397,424,ạ,O,27
398,426,Đúng,O,28
399,427,là,O,28
400,428,con_người,O,28
401,429,mày,O,28
402,430,không,B-T,28
403,431,có,I-T,28
404,432,ý_thức,I-T,28
405,433,dân,O,28
406,434,việt_nam,O,28
407,435,chúng_ta,O,28
408,436,không,O,28
409,437,bao_giờ,O,28
410,438,con,O,28
411,439,cho,O,28
412,440,cái,O,28
413,441,?,O,28
414,443,Tên,O,29
415,444,bài,O,29
416,445,hát,O,29
417,446,còn,O,29
418,447,trẻ,B-T,29
419,448,trâu,I-T,29
420,449,hơn,O,29
421,450,cả,O,29
422,451,t,O,29
423,452,nhé,O,29
424,453,!,O,29
425,454,Cười,O,29
426,455,vl,B-T,29
427,456,😁,O,29
428,458,Bá,O,30
429,459,ý,O,30
430,460,khẩu,B-T,30
431,461,nghiệp,I-T,30
432,462,nặng,O,30
433,463,lắm,O,30
434,464,nha,O,30
435,465,",",O,30
436,466,đầu_thai,B-T,30
437,467,ch,O,30
438,468,hết,O,30
439,469,khẩu,B-T,30
440,470,nghiệp,I-T,30
441,471,nx,O,30
442,473,K,O,31
443,474,ICM,O,31
444,475,làm,O,31
445,476,ca_sĩ,O,31
446,477,luôn,O,31
447,478,rồi,O,31
448,479,à,O,31
449,480,😢😢😢,O,31
450,482,Thôi,O,32
451,483,chết,B-T,32
452,484,mẹ,I-T,32
453,485,",",O,32
454,486,hôm,O,32
455,487,nọ,O,32
456,488,thì,O,32
457,489,con_mẹ,B-T,32
458,490,nấm,O,32
459,491,thối,B-T,32
460,492,kêu_gào,O,32
461,493,ông,O,32
462,494,trum,O,32
463,495,ông,O,32
464,496,vại,O,32
465,497,này_nọ,O,32
466,498,",",O,32
467,499,giờ,O,32
468,500,lại,O,32
469,501,đến,O,32
470,502,idol,O,32
471,503,trần,O,32
472,504,dần,O,32
473,505,.,O,32
474,506,Đang,O,32
475,507,tự,O,32
476,508,hỏi,O,32
477,509,",",O,32
478,510,không,O,32
479,511,biết,O,32
480,512,con_mẹ,B-T,32
481,513,nấm,O,32
482,514,thối,B-T,32
483,515,có,O,32
484,516,phải,O,32
485,517,là,O,32
486,518,cộng_sản,B-T,32
487,519,nằm_vùng,I-T,32
488,520,không,O,32
489,521,?,O,32
490,523,Hải_Yến,O,33
491,524,bố_con,B-T,33
492,525,thần_kinh,I-T,33
493,526,",",O,33
494,527,thở,B-T,33
495,528,ra,I-T,33
496,529,cái,I-T,33
497,530,là,I-T,33
498,531,thấy,I-T,33
499,532,mùi,I-T,33
500,533,rồi,O,33
501,535,cho,O,34
502,536,nó,B-T,34
503,537,rít,O,34
504,538,vài,O,34
505,539,bi,B-T,34
506,540,cần,I-T,34
507,541,là,O,34
508,542,nó,B-T,34
509,543,ngoan,O,34
510,544,vl,B-T,34
511,545,luôn,O,34
512,547,Nghĩ,O,35
513,548,nó,O,35
514,549,chán,O,35
515,550,.,O,35
516,551,🤔,O,35
517,553,múa,O,36
518,554,như,O,36
519,555,cái,O,36
520,556,biệt_danh,O,36
521,557,Susan,O,36
522,558,:,O,36
523,559,Chó,B-T,36
524,560,:,O,36
525,561,),O,36
526,562,),O,36
527,564,Tặng,O,37
528,565,cho,O,37
529,566,những,B-T,37
530,567,con,I-T,37
531,568,bò,I-T,37
532,569,thích,O,37
533,570,làm,O,37
534,571,theo,O,37
535,572,và,O,37
536,573,học_tập,O,37
537,574,theo,O,37
538,575,.,O,37
539,576,🤣🤣,O,37
540,578,ʚöɞPhong,O,38
541,579,Trần,O,38
542,580,ʚöɞ,O,38
543,581,Đoàn,O,38
544,582,Chính,O,38
545,583,Park_Huyn_Phong_Tấn,O,38
546,584,Đồng_quê,O,38
547,585,ta,O,38
548,586,gọi,O,38
549,587,là,O,38
550,588,gì,O,38
551,589,😂😂,O,38
552,591,Ko,O,39
553,592,phải,O,39
554,593,chê,O,39
555,594,gì,O,39
556,595,chứ,O,39
557,596,khả_năng,O,39
558,597,win,O,39
559,598,của,O,39
560,599,sbtc,O,39
561,600,quá,O,39
562,601,cao,O,39
563,602,.,O,39
564,603,Sela,O,39
565,604,kidz,O,39
566,605,clear,O,39
567,606,vs,O,39
568,607,petland,O,39
569,608,toàn,O,39
570,609,những,O,39
571,610,thanh_niên,O,39
572,611,chuyên_nghiệp,O,39
573,612,try,O,39
574,613,hard,O,39
575,614,vkl,B-T,39
576,615,sao,O,39
577,616,những,O,39
578,617,"""",O,39
579,618,ông_già,B-T,39
580,619,"""",O,39
581,620,bên,O,39
582,621,kia,O,39
583,622,chơi,O,39
584,623,lại,O,39
585,624,.,O,39
586,625,Còn,O,39
587,626,thầy,O,39
588,627,lồn,B-T,39
589,628,thì,O,39
590,629,t,B-T,39
591,630,xin,O,39
592,631,mạng,O,39
593,632,phép,O,39
594,633,bỏ_qua,O,39
595,634,ko,O,39
596,635,nói,O,39
597,636,tới,O,39
598,637,coi,O,39
599,638,như,O,39
600,639,sbtc,O,39
601,640,4,B-T,39
602,641,đánh,I-T,39
603,642,6,I-T,39
604,644,Thuỳ_Trang,O,40
605,645,nghe,O,40
606,646,chưa,O,40
607,647,dc,O,40
608,648,15s,O,40
609,649,tắt,O,40
610,650,cmnr,B-T,40
611,651,nhạc,B-T,40
612,652,vs,I-T,40
613,653,nhẽo,I-T,40
614,655,Lào,O,41
615,656,giờ,O,41
616,657,gần,O,41
617,658,như,O,41
618,659,là,O,41
619,660,của,O,41
620,661,Tàu,B-T,41
621,662,khựa,I-T,41
622,663,rồi,O,41
623,664,thằng,B-T,41
624,665,ad,O,41
625,666,ngu,B-T,41
626,667,ạ,O,41
627,668,.,O,41
628,669,Ủng_hộ,O,41
629,670,cái,O,41
630,671,mồ,B-T,41
631,672,tổ_cha,I-T,41
632,673,mày,I-T,41
633,674,.,O,41
634,676,Ngay,O,42
635,677,bên,O,42
636,678,cạnh,O,42
637,679,còn,O,42
638,680,thấy,O,42
639,681,codon,O,42
640,682,nữa,O,42
641,683,nói,O,42
642,684,gì,O,42
643,685,yêu,O,42
644,686,xaaa,O,42
645,687,😞,O,42
646,689,được,O,43
647,690,anh,O,43
648,691,ey,O,43
649,692,:,O,43
650,693,),O,43
651,694,),O,43
652,696,Giờ,O,44
653,697,này,O,44
654,698,ngta,O,44
655,699,ngủ,O,44
656,700,hết,O,44
657,701,r,O,44
658,702,thầy,O,44
659,703,ơi,O,44
660,704,.,O,44
661,705,Ai,O,44
662,706,ngủ,O,44
663,707,rồi,O,44
664,708,điểm_danh,O,44
665,709,phát,O,44
666,711,may,O,45
667,712,lại,O,45
668,713,có,O,45
669,714,r,O,45
670,716,Quang_Minh,O,46
671,717,cái,O,46
672,718,lồn,B-T,46
673,719,má,I-T,46
674,721,vl,B-T,47
675,722,:,O,47
676,723,),O,47
677,724,),O,47
678,725,handsome,O,47
679,726,boy,O,47
680,728,Song,O,48
681,729,trên,O,48
682,730,doi,O,48
683,731,người,O,48
684,732,ta,O,48
685,733,dam,O,48
686,734,ăn,O,48
687,735,dám,O,48
688,736,noi,O,48
689,737,con_người,O,48
690,738,thẳng_thắn,O,48
691,739,.,O,48
692,740,Con,O,48
693,741,hơn,O,48
694,742,mấy,O,48
695,743,con,B-T,48
696,744,mượn,O,48
697,745,danh,O,48
698,746,đạo,O,48
699,747,tạo,O,48
700,748,danh,O,48
701,749,đời,O,48
702,750,đồ,O,48
703,751,giả_tạo,O,48
704,752,nhìn,O,48
705,753,là,O,48
706,754,biết,O,48
707,755,chỉ,O,48
708,756,do,O,48
709,757,1so,O,48
710,758,con,O,48
711,759,ko,O,48
712,760,thấy,O,48
713,761,đôg,O,48
714,762,cức,B-T,48
715,763,trên,O,48
716,764,đầu,O,48
717,765,mình,O,48
718,766,.,O,48
719,767,mấy,O,48
720,768,con,B-T,48
721,769,di,I-T,48
722,770,ma,O,48
723,771,hay,O,48
724,772,soi,O,48
725,773,moi,O,48
726,774,người,O,48
727,775,ta,O,48
728,776,2019,O,48
729,777,rồi,O,48
730,778,tập,O,48
731,779,lam,O,48
732,780,con_người,O,48
733,781,lại,O,48
734,782,di,O,48
735,783,.,O,48
736,785,Ngu,B-T,49
737,786,thì,I-T,49
738,787,chết,I-T,49
739,788,",",O,49
740,789,đâu,O,49
741,790,phải,O,49
742,791,ko,O,49
743,792,có,O,49
744,793,suy_nghĩ,O,49
745,794,đúng_sai,O,49
746,795,",",O,49
747,796,chỉ,O,49
748,797,do,O,49
749,798,ko,B-T,49
750,799,có,I-T,49
751,800,ý_thức,I-T,49
752,801,.,O,49
753,803,Ngộ_nghĩnh,O,50
754,804,nhỉ🙂,O,50
755,806,Yêu,O,51
756,807,làm,O,51
757,808,cái,O,51
758,809,j,O,51
759,811,Thuỷ_Tạ,O,52
760,812,cho,O,52
761,813,mình,O,52
762,814,hỏi,O,52
763,815,này,O,52
764,816,uốn,O,52
765,817,kiểu,O,52
766,818,gì,O,52
767,819,vậy,O,52
768,820,bạn,O,52
769,821,ơi,O,52
770,822,?,O,52
771,824,Ok,O,53
772,825,thầy,O,53
773,826,nhé,O,53
774,828,Cảm_giác,O,54
775,829,như,O,54
776,830,dân,O,54
777,831,mình,O,54
778,832,giống,O,54
779,833,thời_kì,O,54
780,834,bị,O,54
781,835,đô_hộ,O,54
782,836,vkl,B-T,54
783,837,.,O,54
784,838,Sưu_thuế,O,54
785,839,ngập,O,54
786,840,mồm,O,54
787,841,.,O,54
788,842,Mà,O,54
789,843,bị,B-T,54
790,844,đô_hộ,I-T,54
791,845,khéo,I-T,54
792,846,còn,I-T,54
793,847,phát_triển,I-T,54
794,848,đc,I-T,54
795,849,chứ,O,54
796,850,đây,O,54
797,851,chả,O,54
798,852,thấy,O,54
799,853,đc,O,54
800,854,cái,O,54
801,855,méo,B-T,54
802,856,gì,O,54
803,857,",",O,54
804,858,còn,O,54
805,859,khổ,O,54
806,860,thêm,O,54
807,862,Ko,O,55
808,863,thich,O,55
809,864,VN,O,55
810,865,thì,O,55
811,866,cút,B-T,55
812,867,sang,O,55
813,868,Campuchia,O,55
814,869,mà,O,55
815,870,sống,O,55
816,871,(,O,55
817,872,DLV,O,55
818,873,cho,O,55
819,874,biết,O,55
820,875,),O,55
821,877,Tộc_Mixi,O,56
822,878,có,O,56
823,879,khác,O,56
824,880,:,O,56
825,881,33,O,56
826,883,Nhi_Lai,O,57
827,884,mới,O,57
828,885,nghe,O,57
829,886,nói,O,57
830,887,hồi,O,57
831,888,chiều,O,57
832,889,:,O,57
833,890,),O,57
834,891,),O,57
835,892,),O,57
836,893,),O,57
837,894,),O,57
838,895,),O,57
839,896,),O,57
840,898,Chắc,O,58
841,899,trêu,O,58
842,900,=,O,58
843,901,),O,58
844,902,),O,58
845,903,),O,58
846,905,Popy,O,59
847,906,đi,O,59
848,907,Thầy,O,59
849,909,cho,O,60
850,910,xin,O,60
851,911,video,O,60
852,912,vs,O,60
853,914,Giáo_án,O,61
854,915,về,O,61
855,916,One,O,61
856,917,champ,O,61
857,918,Lee,O,61
858,919,bú,B-T,61
859,920,đá,I-T,61
860,921,và,O,61
861,922,rụng,O,61
862,923,mất,B-T,61
863,924,xác,I-T,61
864,926,Bên,O,62
865,927,ngoài,O,62
866,928,tóc,O,62
867,929,đẹp,O,62
868,930,bên,O,62
869,931,trong,O,62
870,932,nhiều,O,62
871,933,tiền,O,62
872,935,Con,O,63
873,936,gà,O,63
874,937,phải,O,63
875,938,để,O,63
876,939,cho,O,63
877,940,abe,O,63
878,942,Ae,O,64
879,943,cho,O,64
880,944,phím,O,64
881,945,1,O,64
882,946,đuổi,O,64
883,947,Abe,O,64
884,948,để,O,64
885,949,cô,O,64
886,950,Dolce,O,64
887,951,quay,O,64
888,952,trở_lại,O,64
889,953,nào,O,64
890,954,😞,O,64
891,956,Hot,B-T,65
892,957,girl,I-T,65
893,958,ống,I-T,65
894,959,tinh,I-T,65
895,960,đi,O,65
896,961,",",O,65
897,962,nghe,O,65
898,963,vui_tai,O,65
899,964,hơn,O,65
900,966,Bài,O,66
901,967,này,O,66
902,968,nghe,O,66
903,969,bất,O,66
904,970,tai,O,66
905,971,thôi,O,66
906,972,.,O,66
907,973,Dùng,O,66
908,974,comeback,O,66
909,975,vs,O,66
910,976,cảm_ơn,O,66
911,977,đàn,O,66
912,978,Đóm,O,66
913,979,của,O,66
914,980,ổng,O,66
915,981,.,O,66
916,982,Chứ,O,66
917,983,bài,O,66
918,984,này,O,66
919,985,không,O,66
920,986,có,O,66
921,987,tính,O,66
922,988,phổ_biến,O,66
923,989,đủ,O,66
924,990,mọi,O,66
925,991,loại,O,66
926,992,tuổi,O,66
927,993,như,O,66
928,994,3,O,66
929,995,hit,O,66
930,996,đầu,O,66
931,998,Kênh,O,67
932,999,Chat,O,67
933,1000,thế_giới,O,67
934,1001,khác,O,67
935,1003,Giờ,O,68
936,1004,mới,O,68
937,1005,nghe,O,68
938,1006,.,O,68
939,1007,trời_đất_ơi,O,68
940,1008,cái,B-T,68
941,1009,miệng,I-T,68
942,1010,nó,I-T,68
943,1011,dơ_bẩn,I-T,68
944,1012,vô_cùng,O,68
945,1013,.,O,68
946,1014,bởi_vậy,O,68
947,1015,giờ,O,68
948,1016,cả,O,68
949,1017,thế_giới,O,68
950,1018,đều,O,68
951,1019,khinh_bỉ,B-T,68
952,1020,.,O,68
953,1021,trời_ơi,O,68
954,1022,.,O,68
955,1023,khẩu,B-T,68
956,1024,nghiệp,I-T,68
957,1025,vô_cùng,O,68
958,1026,.,O,68
959,1027,😠😠😠😠😠,B-T,68
960,1029,Lươn_khươn,O,69
961,1030,kiểu,O,69
962,1031,cao_lãnh,O,69
963,1032,🤣,O,69
964,1034,Phải_biết,O,70
965,1035,là,O,70
966,1036,sam,O,70
967,1037,và,O,70
968,1038,so,O,70
969,1039,khác,O,70
970,1040,nhau.và,O,70
971,1041,so,O,70
972,1042,đuôi,O,70
973,1043,tam_giác,O,70
974,1044,và,O,70
975,1045,so,O,70
976,1046,đuôi,O,70
977,1047,tròn,O,70
978,1048,càng,O,70
979,1049,khác,O,70
980,1050,nhau,O,70
981,1051,nữa,O,70
982,1053,Ninh_Trần,O,71
983,1054,cover,O,71
984,1055,liền,O,71
985,1056,😂😂,O,71
986,1058,đếm,O,72
987,1059,dc,O,72
988,1060,tầm,O,72
989,1061,trăm,O,72
990,1062,"""",O,72
991,1063,con,O,72
992,1064,chim,O,72
993,1065,vàng,O,72
994,1066,"""",O,72
995,1068,Đíu,B-T,73
996,1069,ai,O,73
997,1070,like,O,73
998,1071,.,O,73
999,1072,Cho,O,73
1000,1073,thầy,O,73
1001,1074,đi,O,73
1002,1075,ăn_cắp,B-T,73
1003,1076,luôn,O,73
1004,1078,Căng,O,74
1005,1079,quá,O,74
1006,1080,các,O,74
1007,1081,bác,O,74
1008,1082,uiii,O,74
1009,1084,Mỗi,O,75
1010,1085,ho,O,75
1011,1086,k,O,75
1012,1087,có,O,75
1013,1088,đờm,O,75
1014,1089,gì,O,75
1015,1090,hết,O,75
1016,1091,r,O,75
1017,1092,hqua,O,75
1018,1093,lại,O,75
1019,1094,mệt,O,75
1020,1096,Cô,O,76
1021,1097,tui,O,76
1022,1098,đỉnh,O,76
1023,1099,quá,O,76
1024,1100,>,O,76
1025,1101,<,O,76
1026,1103,Bon,B-T,77
1027,1104,con,O,77
1028,1105,chau,O,77
1029,1106,TQ,O,77
1030,1107,lam,B-T,77
1031,1108,j,I-T,77
1032,1109,co,I-T,77
1033,1110,van,I-T,77
1034,1111,hoa,I-T,77
1035,1113,Cho,O,78
1036,1114,em,O,78
1037,1115,hỏi,O,78
1038,1116,sao,O,78
1039,1117,em,O,78
1040,1118,xem,O,78
1041,1119,cmt,O,78
1042,1120,suốt,O,78
1043,1121,ngày,O,78
1044,1122,có,O,78
1045,1123,Cực_kì,O,78
1046,1124,thuyết_phục,O,78
1047,1125,là,O,78
1048,1126,sao,O,78
1049,1127,ạ,O,78
1050,1128,?,O,78
1051,1130,Valentine,O,79
1052,1131,năm_ngoái,O,79
1053,1132,có_anh,O,79
1054,1134,Cái,O,80
1055,1135,bình,O,80
1056,1136,chữa_cháy,O,80
1057,1137,này,O,80
1058,1138,chưa,O,80
1059,1139,đạt,O,80
1060,1140,chuẩn,O,80
1061,1141,:,O,80
1062,1142,v,O,80
1063,1143,chứ,O,80
1064,1144,nếu,O,80
1065,1145,chuẩn,O,80
1066,1146,thì,O,80
1067,1147,oto,O,80
1068,1148,ko,O,80
1069,1149,cháy,O,80
1070,1150,nhanh,O,80
1071,1151,thế,O,80
1072,1152,đâu,O,80
1073,1154,Khẩu,B-T,81
1074,1155,nghiệp,I-T,81
1075,1156,chêt,B-T,81
1076,1157,mẹ,I-T,81
1077,1158,may,I-T,81
1078,1159,đó,O,81
1079,1160,trời,B-T,81
1080,1161,qua,I-T,81
1081,1162,báo,I-T,81
1082,1163,may,I-T,81
1083,1164,đó,O,81
1084,1165,hồi,O,81
1085,1166,xưa,O,81
1086,1167,may,B-T,81
1087,1168,chửi,B-T,81
1088,1169,nhiều,O,81
1089,1170,người,O,81
1090,1171,.,O,81
1091,1172,Bây,O,81
1092,1173,giơ,O,81
1093,1174,trời,B-T,81
1094,1175,qua,I-T,81
1095,1176,bao,I-T,81
1096,1177,may_đo,I-T,81
1097,1178,minh,O,81
1098,1179,hiếu,O,81
1099,1180,may,B-T,81
1100,1181,gu,B-T,81
1101,1182,rang,O,81
1102,1183,chiu,O,81
1103,1184,kkkkkk,O,81
1104,1186,Lưu_Tuyền,O,82
1105,1187,sắp,O,82
1106,1188,đến,O,82
1107,1189,mùa,O,82
1108,1190,rồi,O,82
1109,1191,cô,O,82
1110,1192,ạ,O,82
1111,1193,ai,O,82
1112,1194,rủ,O,82
1113,1195,buôn,O,82
1114,1196,đừng,O,82
1115,1197,buôn,O,82
1116,1198,😞,O,82
1117,1200,Trần_Thành,O,83
1118,1202,Nếu,O,84
1119,1203,vậy,O,84
1120,1204,thì,O,84
1121,1205,mấy,O,84
1122,1206,ông,O,84
